Sex,Length,Diameter,Height,Whole weight,Whole weight.1,Whole weight.2,Shell weight,Rings
0,0.515,0.4,0.12,0.619,0.2815,0.1495,0.17,8
0,0.565,0.44,0.095,0.827,0.3395,0.2185,0.235,12
0,0.645,0.51,0.155,1.527,0.741,0.305,0.341,10
2,0.455,0.375,0.08,0.497,0.2055,0.1055,0.1295,7
0,0.625,0.495,0.175,1.273,0.5455,0.3045,0.34,10
1,0.6,0.505,0.17,1.247,0.4265,0.3105,0.3685,10
2,0.58,0.425,0.145,0.7905,0.3325,0.176,0.245,11
2,0.5,0.375,0.125,0.5945,0.2505,0.1185,0.1525,8
0,0.585,0.47,0.19,1.059,0.4485,0.2625,0.335,14
2,0.375,0.285,0.09,0.2455,0.0905,0.063,0.07,6
1,0.5,0.38,0.145,0.7365,0.2635,0.1735,0.265,13
2,0.305,0.225,0.075,0.1265,0.058,0.026,0.0365,8
0,0.57,0.46,0.155,0.9535,0.4205,0.193,0.2835,11
0,0.455,0.35,0.135,0.501,0.1815,0.1225,0.185,9
0,0.52,0.41,0.14,0.769,0.3055,0.1455,0.2185,11
0,0.615,0.48,0.12,1.2475,0.572,0.2555,0.2895,9
1,0.63,0.505,0.17,1.3105,0.577,0.3315,0.37,11
2,0.325,0.25,0.075,0.1615,0.0675,0.032,0.045,5
2,0.37,0.275,0.085,0.257,0.0935,0.055,0.07,5
2,0.455,0.355,0.095,0.447,0.2095,0.083,0.12,8
1,0.41,0.335,0.125,0.4035,0.175,0.093,0.129,8
0,0.645,0.515,0.16,1.1845,0.506,0.311,0.335,10
2,0.51,0.4,0.105,0.5485,0.2515,0.0915,0.1635,9
1,0.585,0.45,0.165,0.9685,0.4235,0.1815,0.295,11
0,0.66,0.535,0.175,1.583,0.711,0.405,0.4395,11
2,0.56,0.44,0.135,0.811,0.3685,0.159,0.235,9
0,0.65,0.515,0.165,1.2075,0.5805,0.291,0.3315,10
0,0.595,0.475,0.15,1.213,0.5305,0.2635,0.274,10
0,0.5,0.4,0.135,0.6615,0.2815,0.1435,0.23,10
1,0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405,11
0,0.595,0.465,0.185,1.0035,0.4305,0.244,0.3,12
0,0.685,0.55,0.165,1.523,0.7105,0.3415,0.4025,10
1,0.585,0.455,0.17,0.98,0.4235,0.1655,0.36,13
0,0.69,0.54,0.19,1.6385,0.7235,0.339,0.4545,10
2,0.37,0.28,0.115,0.2725,0.0915,0.063,0.075,7
2,0.31,0.235,0.075,0.1285,0.039,0.0345,0.035,5
2,0.33,0.23,0.08,0.1695,0.0695,0.0355,0.041,6
2,0.505,0.395,0.135,0.6125,0.2855,0.1405,0.18,8
0,0.625,0.505,0.16,1.3835,0.7105,0.3045,0.3135,12
0,0.575,0.45,0.15,0.8145,0.3575,0.1725,0.26,9
0,0.57,0.425,0.165,0.873,0.3615,0.249,0.239,11
0,0.67,0.54,0.19,1.6195,0.741,0.3845,0.465,13
1,0.505,0.405,0.08,0.806,0.3795,0.099,0.24,14
2,0.53,0.42,0.125,0.6725,0.308,0.149,0.1335,8
2,0.44,0.34,0.105,0.359,0.171,0.082,0.088,7
2,0.31,0.23,0.085,0.1775,0.0605,0.0215,0.042,6
2,0.315,0.22,0.07,0.124,0.0705,0.0215,0.03,6
0,0.545,0.42,0.155,1.1445,0.567,0.241,0.271,9
0,0.515,0.405,0.135,0.6515,0.3065,0.1455,0.175,8
0,0.605,0.475,0.145,0.985,0.4625,0.2195,0.275,9
0,0.59,0.455,0.165,1.1245,0.508,0.238,0.3,12
0,0.58,0.44,0.155,1.013,0.4685,0.2085,0.295,11
2,0.51,0.395,0.12,0.6015,0.3045,0.1225,0.1495,8
2,0.41,0.325,0.11,0.3825,0.157,0.0945,0.09,7
1,0.58,0.46,0.17,1.2235,0.4205,0.323,0.35,9
1,0.585,0.455,0.145,0.9845,0.4985,0.2115,0.25,9
0,0.36,0.27,0.1,0.2255,0.0665,0.058,0.09,14
0,0.675,0.555,0.2,1.742,0.665,0.358,0.515,20
2,0.52,0.39,0.14,0.6385,0.2505,0.1645,0.195,8
2,0.63,0.49,0.17,1.114,0.479,0.2175,0.285,9
2,0.485,0.35,0.1,0.4025,0.1865,0.0735,0.115,9
2,0.2,0.145,0.04,0.032,0.012,0.0035,0.0065,5
0,0.585,0.47,0.15,0.9955,0.4025,0.276,0.28,8
1,0.56,0.43,0.13,0.857,0.3885,0.1735,0.1835,9
0,0.585,0.47,0.155,1.06,0.4755,0.2455,0.275,10
1,0.58,0.47,0.17,0.9955,0.4645,0.2355,0.29,11
0,0.4,0.32,0.12,0.3185,0.095,0.0735,0.106,8
2,0.505,0.4,0.14,0.7125,0.3535,0.1265,0.215,9
0,0.68,0.55,0.18,1.514,0.526,0.3135,0.4115,13
0,0.43,0.325,0.12,0.407,0.171,0.071,0.1375,12
0,0.57,0.45,0.135,1.008,0.4625,0.1925,0.3525,16
0,0.565,0.46,0.17,1.0805,0.3575,0.2495,0.32,14
1,0.525,0.425,0.13,0.7265,0.3125,0.171,0.2313,9
1,0.61,0.5,0.18,1.438,0.6,0.2925,0.3725,10
1,0.58,0.495,0.17,1.082,0.44,0.259,0.335,13
1,0.565,0.45,0.155,0.9595,0.3595,0.2145,0.29,13
0,0.645,0.505,0.2,1.259,0.6405,0.2475,0.357,9
2,0.36,0.27,0.095,0.2065,0.052,0.0395,0.075,8
0,0.375,0.28,0.08,0.2145,0.0855,0.0485,0.072,7
2,0.56,0.44,0.155,0.811,0.3655,0.178,0.2385,11
1,0.535,0.425,0.145,0.771,0.37,0.1645,0.18,9
0,0.47,0.37,0.14,0.537,0.2245,0.116,0.16,9
1,0.66,0.535,0.18,1.3715,0.5985,0.2655,0.37,12
1,0.65,0.525,0.19,1.539,0.637,0.3615,0.3765,11
1,0.585,0.475,0.165,0.9585,0.4145,0.1855,0.33,13
1,0.535,0.41,0.135,0.7385,0.2875,0.1605,0.18,9
0,0.595,0.495,0.19,1.115,0.3645,0.223,0.355,13
2,0.265,0.195,0.055,0.094,0.0335,0.02,0.025,5
1,0.58,0.46,0.15,1.1135,0.539,0.2325,0.3105,9
2,0.525,0.4,0.125,0.5795,0.2245,0.143,0.185,9
2,0.355,0.265,0.08,0.244,0.127,0.0455,0.055,7
2,0.44,0.355,0.135,0.4955,0.2395,0.095,0.16,8
2,0.54,0.42,0.145,0.957,0.3815,0.221,0.265,18
0,0.565,0.44,0.16,0.9605,0.3665,0.1805,0.295,15
0,0.54,0.44,0.145,0.9265,0.472,0.185,0.24,8
1,0.645,0.53,0.145,1.1285,0.469,0.2235,0.335,11
2,0.5,0.4,0.14,0.5895,0.2595,0.1395,0.17,7
0,0.575,0.445,0.155,0.9815,0.43,0.2055,0.2615,9
2,0.59,0.47,0.14,0.923,0.4055,0.2455,0.2245,10
0,0.55,0.43,0.175,0.9565,0.27,0.239,0.325,17
2,0.385,0.285,0.09,0.2665,0.1145,0.0575,0.07,7
1,0.4,0.31,0.11,0.417,0.191,0.1125,0.1035,8
1,0.46,0.35,0.11,0.494,0.1705,0.1165,0.185,10
0,0.575,0.44,0.15,0.9815,0.3265,0.2135,0.365,15
1,0.535,0.42,0.15,0.8605,0.312,0.184,0.2405,14
0,0.6,0.495,0.15,1.1345,0.4895,0.2655,0.315,10
2,0.385,0.28,0.095,0.215,0.084,0.0465,0.06,9
0,0.625,0.495,0.165,1.1805,0.5235,0.315,0.34,10
2,0.505,0.35,0.1,0.433,0.1955,0.094,0.135,8
0,0.615,0.475,0.16,1.0265,0.4975,0.2495,0.27,9
1,0.405,0.305,0.1,0.3335,0.1205,0.0675,0.097,9
2,0.25,0.18,0.06,0.0765,0.023,0.017,0.025,4
1,0.61,0.475,0.165,1.1165,0.5115,0.273,0.2985,10
0,0.56,0.425,0.155,0.8085,0.2865,0.171,0.2615,11
1,0.58,0.45,0.14,1.073,0.4915,0.2355,0.24,9
1,0.58,0.45,0.15,1.056,0.4775,0.2485,0.271,9
0,0.6,0.465,0.145,0.857,0.4335,0.1755,0.245,8
0,0.7,0.545,0.2,1.8255,0.7995,0.4255,0.565,13
2,0.58,0.455,0.165,0.974,0.4455,0.1825,0.295,12
0,0.59,0.48,0.14,1.238,0.6275,0.27,0.27,8
1,0.585,0.465,0.175,1.0805,0.4695,0.2385,0.32,22
1,0.575,0.46,0.175,1.1075,0.4485,0.2165,0.33,18
0,0.605,0.455,0.17,1.0805,0.4935,0.2565,0.3,12
1,0.59,0.47,0.15,1.0145,0.4645,0.2075,0.2825,11
0,0.535,0.435,0.145,0.831,0.3065,0.1815,0.255,16
2,0.44,0.32,0.11,0.4195,0.1415,0.0855,0.12,9
0,0.68,0.525,0.19,1.527,0.5755,0.353,0.44,11
0,0.535,0.42,0.175,0.966,0.3525,0.24,0.285,15
1,0.72,0.525,0.17,1.445,0.631,0.325,0.435,10
0,0.625,0.49,0.165,1.33,0.6755,0.2345,0.3325,9
1,0.55,0.44,0.165,1.122,0.3035,0.2,0.315,13
2,0.385,0.28,0.1,0.2645,0.1125,0.0585,0.0825,2
0,0.58,0.465,0.155,0.972,0.404,0.2345,0.255,11
1,0.515,0.375,0.11,0.5785,0.253,0.16,0.14,8
0,0.615,0.495,0.195,1.297,0.5315,0.3355,0.37,10
2,0.53,0.42,0.14,0.6545,0.3095,0.1405,0.1945,9
1,0.485,0.375,0.115,0.5885,0.2555,0.1335,0.161,8
0,0.49,0.375,0.125,0.5795,0.2565,0.13,0.13,8
0,0.605,0.47,0.145,0.939,0.4475,0.1715,0.2785,9
1,0.57,0.45,0.135,0.802,0.3345,0.1945,0.215,9
2,0.275,0.2,0.07,0.099,0.037,0.0295,0.03,6
2,0.485,0.38,0.135,0.5605,0.2415,0.1125,0.14,8
1,0.59,0.465,0.155,1.099,0.4285,0.225,0.36,12
2,0.5,0.375,0.135,0.636,0.3055,0.1215,0.1755,8
2,0.4,0.335,0.1,0.244,0.108,0.0555,0.065,7
1,0.52,0.405,0.13,0.5885,0.2775,0.135,0.175,9
1,0.585,0.45,0.15,0.9715,0.3945,0.196,0.275,21
1,0.67,0.52,0.19,1.4475,0.631,0.3525,0.41,11
1,0.445,0.35,0.115,0.4385,0.1675,0.096,0.11,8
0,0.56,0.425,0.15,0.8295,0.3425,0.1905,0.225,9
1,0.635,0.5,0.19,1.3725,0.5425,0.29,0.36,9
2,0.38,0.29,0.09,0.221,0.083,0.042,0.07,7
0,0.515,0.425,0.12,0.711,0.2985,0.159,0.235,8
1,0.535,0.42,0.145,0.7665,0.3145,0.189,0.235,8
0,0.615,0.475,0.155,1.0815,0.4935,0.2,0.2825,10
2,0.335,0.26,0.085,0.192,0.097,0.0325,0.058,6
2,0.265,0.205,0.08,0.095,0.039,0.02,0.03,3
2,0.325,0.24,0.075,0.1545,0.0625,0.0315,0.05,6
2,0.375,0.28,0.085,0.2345,0.082,0.061,0.067,9
0,0.475,0.375,0.125,0.5195,0.234,0.1095,0.1365,8
0,0.61,0.48,0.14,0.886,0.3605,0.201,0.24,8
2,0.61,0.47,0.155,0.931,0.4425,0.1965,0.2495,9
0,0.565,0.445,0.14,0.836,0.3705,0.1715,0.24,8
1,0.565,0.43,0.155,0.9265,0.4135,0.1845,0.26,11
0,0.565,0.45,0.145,0.927,0.4335,0.1625,0.295,11
0,0.545,0.42,0.13,0.7365,0.349,0.1245,0.17,8
1,0.575,0.45,0.145,1.0335,0.419,0.194,0.29,10
0,0.57,0.445,0.155,0.926,0.377,0.2175,0.2405,12
2,0.36,0.265,0.085,0.2215,0.092,0.047,0.064,8
0,0.585,0.45,0.15,0.9235,0.3945,0.2095,0.29,10
1,0.665,0.515,0.16,1.4045,0.6145,0.3135,0.3725,9
1,0.63,0.485,0.18,1.3065,0.4635,0.3195,0.4,13
2,0.42,0.32,0.105,0.2225,0.109,0.0305,0.08,6
1,0.53,0.44,0.155,0.741,0.215,0.1435,0.24,15
0,0.61,0.47,0.175,1.2575,0.5105,0.2625,0.355,16
0,0.53,0.43,0.13,0.8395,0.356,0.1725,0.2405,8
0,0.585,0.47,0.155,0.9605,0.3775,0.1825,0.2415,11
2,0.62,0.475,0.135,1.05,0.4935,0.232,0.255,9
2,0.37,0.27,0.09,0.219,0.0935,0.061,0.062,6
2,0.47,0.35,0.11,0.4495,0.198,0.099,0.116,7
1,0.575,0.45,0.165,1.0265,0.4145,0.24,0.3,14
1,0.595,0.49,0.17,1.3445,0.456,0.2205,0.45,18
2,0.475,0.35,0.115,0.4775,0.2065,0.098,0.12,7
0,0.74,0.58,0.225,2.0805,0.9115,0.4265,0.595,17
0,0.57,0.45,0.175,1.09,0.3935,0.202,0.395,15
0,0.56,0.455,0.155,0.98,0.4315,0.2265,0.2515,11
0,0.68,0.54,0.205,1.6645,0.6655,0.278,0.471,11
2,0.525,0.425,0.14,0.7605,0.35,0.1595,0.2065,9
0,0.715,0.565,0.17,1.6385,0.831,0.3575,0.42,19
0,0.64,0.505,0.205,1.3785,0.5155,0.3045,0.44,14
2,0.55,0.43,0.14,0.836,0.3725,0.1815,0.22,9
2,0.415,0.31,0.1,0.301,0.124,0.0525,0.087,7
2,0.545,0.42,0.12,0.6765,0.2925,0.1365,0.235,12
2,0.45,0.35,0.125,0.4905,0.2035,0.1305,0.125,8
1,0.585,0.455,0.135,0.858,0.4255,0.1725,0.24,9
0,0.535,0.435,0.145,0.7675,0.341,0.1635,0.245,10
0,0.695,0.535,0.17,1.6845,0.6115,0.3435,0.4755,11
1,0.655,0.49,0.15,1.2075,0.5455,0.2665,0.327,9
2,0.535,0.42,0.14,0.6975,0.3075,0.1625,0.1975,10
1,0.535,0.43,0.14,0.737,0.3485,0.1675,0.2165,10
1,0.665,0.515,0.175,1.6195,0.566,0.369,0.395,15
2,0.47,0.35,0.1,0.5225,0.2375,0.1105,0.149,9
2,0.415,0.31,0.11,0.2715,0.1245,0.0495,0.095,7
2,0.465,0.355,0.14,0.4715,0.2065,0.0935,0.127,8
1,0.435,0.325,0.1,0.378,0.167,0.0635,0.1175,6
2,0.245,0.18,0.065,0.071,0.03,0.014,0.0215,5
0,0.59,0.45,0.15,0.974,0.4235,0.2115,0.295,9
1,0.645,0.5,0.175,1.539,0.743,0.3755,0.41,10
0,0.67,0.53,0.17,1.3905,0.5905,0.212,0.34,10
0,0.5,0.4,0.12,0.66,0.2915,0.129,0.1635,9
0,0.575,0.45,0.14,0.8265,0.4055,0.1405,0.24,9
0,0.6,0.475,0.14,0.9595,0.4625,0.1745,0.2405,9
0,0.615,0.49,0.15,1.1375,0.507,0.2345,0.3375,8
1,0.605,0.45,0.15,0.9265,0.378,0.2175,0.275,11
0,0.685,0.535,0.19,1.7375,0.5775,0.391,0.6375,19
0,0.645,0.5,0.215,1.2435,0.4385,0.2875,0.46,16
2,0.24,0.2,0.055,0.092,0.0385,0.0165,0.03,6
2,0.28,0.21,0.07,0.1485,0.0455,0.022,0.045,6
2,0.32,0.235,0.085,0.1785,0.06,0.037,0.065,9
1,0.62,0.485,0.145,1.1615,0.581,0.2305,0.2875,11
0,0.625,0.5,0.195,1.2315,0.4765,0.3075,0.345,12
2,0.505,0.365,0.12,0.6015,0.312,0.117,0.14,8
0,0.62,0.475,0.245,1.307,0.483,0.2595,0.465,11
0,0.59,0.465,0.155,0.871,0.3485,0.1815,0.2885,11
0,0.565,0.41,0.125,0.599,0.251,0.1315,0.169,9
1,0.6,0.475,0.18,1.224,0.6055,0.275,0.311,11
2,0.43,0.33,0.11,0.3625,0.1565,0.0635,0.115,8
0,0.565,0.43,0.145,0.9365,0.3645,0.2055,0.25,15
2,0.425,0.335,0.105,0.3615,0.1575,0.0735,0.115,7
2,0.415,0.31,0.1,0.2745,0.1305,0.0505,0.091,6
1,0.6,0.48,0.15,1.1735,0.5195,0.2225,0.3,9
2,0.485,0.355,0.105,0.4775,0.2105,0.0735,0.15,8
2,0.51,0.4,0.125,0.6625,0.2895,0.1615,0.18,9
1,0.675,0.515,0.17,1.4745,0.7035,0.2835,0.4115,11
1,0.63,0.515,0.17,1.3415,0.5765,0.3045,0.36,9
2,0.385,0.3,0.11,0.2985,0.1385,0.0595,0.0835,8
0,0.595,0.445,0.145,0.982,0.4095,0.2195,0.2725,10
2,0.275,0.185,0.06,0.0725,0.0285,0.01,0.0215,6
1,0.57,0.45,0.165,0.839,0.4035,0.1655,0.26,10
2,0.495,0.38,0.12,0.474,0.21,0.1035,0.1545,9
2,0.34,0.26,0.065,0.1835,0.0725,0.0325,0.054,7
2,0.53,0.42,0.12,0.7045,0.3395,0.1405,0.1845,8
2,0.355,0.26,0.095,0.2175,0.097,0.046,0.066,6
0,0.585,0.455,0.15,0.9155,0.4025,0.1955,0.248,9
1,0.635,0.495,0.185,1.2935,0.547,0.3055,0.3185,9
1,0.705,0.555,0.2,1.739,0.7885,0.3345,0.4705,10
2,0.385,0.29,0.095,0.252,0.108,0.0555,0.085,7
2,0.46,0.35,0.115,0.4195,0.153,0.1175,0.119,8
1,0.435,0.325,0.115,0.4335,0.178,0.097,0.155,11
0,0.42,0.325,0.1,0.3695,0.1605,0.0655,0.105,12
2,0.595,0.46,0.165,1.005,0.4515,0.2175,0.287,9
2,0.47,0.36,0.105,0.466,0.1845,0.099,0.145,9
0,0.6,0.495,0.165,1.1215,0.507,0.2165,0.36,9
1,0.48,0.355,0.12,0.4985,0.2005,0.126,0.1325,7
2,0.445,0.32,0.105,0.4275,0.1225,0.08,0.125,7
0,0.7,0.575,0.215,1.859,0.7285,0.4095,0.485,15
0,0.595,0.46,0.16,0.922,0.432,0.178,0.26,10
2,0.375,0.27,0.09,0.218,0.0995,0.0455,0.0725,7
1,0.58,0.44,0.155,0.8295,0.3875,0.1625,0.2485,8
1,0.44,0.35,0.12,0.4385,0.1795,0.0755,0.145,9
0,0.585,0.475,0.19,1.368,0.3285,0.23,0.445,16
1,0.605,0.475,0.155,1.2075,0.5175,0.2185,0.2985,10
0,0.525,0.43,0.125,0.8365,0.3845,0.166,0.24,9
0,0.545,0.41,0.145,0.7055,0.3365,0.1395,0.19,9
2,0.39,0.3,0.095,0.2985,0.1365,0.0655,0.0895,7
1,0.61,0.495,0.17,1.2895,0.5305,0.2885,0.355,12
0,0.405,0.32,0.115,0.393,0.1865,0.09,0.1,7
1,0.69,0.53,0.195,1.636,0.779,0.342,0.462,11
1,0.615,0.485,0.175,1.262,0.5055,0.322,0.34,11
2,0.435,0.335,0.11,0.413,0.1735,0.085,0.12,8
1,0.455,0.355,0.115,0.4545,0.1705,0.107,0.1345,9
0,0.58,0.42,0.145,0.9685,0.3865,0.171,0.295,11
1,0.565,0.45,0.16,1.1605,0.6075,0.2695,0.2485,9
0,0.6,0.475,0.18,1.055,0.53,0.2355,0.266,8
2,0.51,0.415,0.14,0.685,0.354,0.142,0.165,8
2,0.44,0.335,0.11,0.414,0.2075,0.096,0.11,9
1,0.57,0.475,0.155,0.9805,0.4155,0.2215,0.2965,10
2,0.56,0.435,0.155,0.987,0.3235,0.2365,0.415,19
2,0.275,0.23,0.065,0.124,0.0585,0.0285,0.035,5
0,0.605,0.475,0.14,1.095,0.456,0.2425,0.315,11
2,0.375,0.305,0.085,0.2605,0.1145,0.0595,0.08,7
0,0.55,0.42,0.135,0.7465,0.282,0.1735,0.259,10
1,0.67,0.54,0.18,1.583,0.732,0.371,0.3885,11
1,0.615,0.475,0.145,1.0285,0.4435,0.2825,0.285,8
1,0.61,0.48,0.195,1.2655,0.5265,0.2785,0.335,18
2,0.46,0.36,0.145,0.4785,0.2105,0.1165,0.145,11
2,0.3,0.23,0.075,0.127,0.052,0.03,0.0345,7
1,0.6,0.48,0.16,1.2525,0.6255,0.2595,0.309,9
1,0.665,0.535,0.165,1.2695,0.5635,0.3065,0.3395,10
2,0.255,0.18,0.06,0.0765,0.0255,0.015,0.02,5
2,0.135,0.125,0.055,0.023,0.0065,0.0055,0.0065,4
0,0.585,0.455,0.145,0.9945,0.4375,0.2,0.285,10
2,0.405,0.3,0.1,0.268,0.1145,0.054,0.08,8
1,0.475,0.37,0.105,0.48,0.196,0.1075,0.1375,8
2,0.52,0.395,0.13,0.633,0.3265,0.1295,0.175,8
1,0.585,0.465,0.175,1.077,0.3595,0.194,0.34,10
2,0.33,0.25,0.09,0.2325,0.11,0.043,0.055,7
0,0.695,0.535,0.205,1.7885,0.5625,0.3235,0.635,17
2,0.415,0.32,0.095,0.303,0.1255,0.0625,0.09,7
0,0.55,0.43,0.135,0.895,0.4235,0.1775,0.23,9
0,0.555,0.42,0.145,0.7385,0.3515,0.1485,0.215,8
1,0.685,0.52,0.165,1.67,0.7495,0.3685,0.41,10
0,0.505,0.4,0.175,0.743,0.282,0.186,0.205,10
1,0.51,0.39,0.125,0.6755,0.2435,0.1495,0.155,8
2,0.475,0.365,0.115,0.5765,0.25,0.1805,0.1335,9
2,0.32,0.23,0.085,0.14,0.057,0.034,0.0415,6
0,0.61,0.47,0.165,1.0405,0.4865,0.2595,0.292,10
2,0.415,0.33,0.105,0.2815,0.12,0.0515,0.083,6
0,0.475,0.36,0.14,0.4415,0.1845,0.1055,0.1505,11
1,0.45,0.34,0.11,0.4425,0.21,0.1055,0.125,10
2,0.26,0.19,0.075,0.0865,0.0445,0.0155,0.025,5
1,0.505,0.4,0.125,0.6325,0.3345,0.1315,0.1515,8
1,0.395,0.295,0.1,0.2645,0.1135,0.0595,0.085,10
1,0.59,0.435,0.145,0.982,0.3885,0.2155,0.27,11
0,0.465,0.365,0.13,0.5875,0.2405,0.138,0.19,8
1,0.6,0.465,0.155,0.974,0.3415,0.1875,0.34,11
0,0.57,0.44,0.16,1.0425,0.518,0.2175,0.2705,9
0,0.585,0.445,0.145,0.955,0.3625,0.176,0.265,9
1,0.635,0.515,0.19,1.539,0.726,0.3335,0.3885,11
2,0.375,0.29,0.09,0.2425,0.096,0.051,0.07,10
1,0.51,0.38,0.135,0.637,0.282,0.1242,0.17,10
2,0.515,0.39,0.125,0.646,0.2895,0.138,0.172,10
1,0.515,0.4,0.125,0.757,0.341,0.1565,0.215,8
0,0.545,0.43,0.15,0.8665,0.3685,0.1625,0.25,18
0,0.66,0.51,0.155,1.5945,0.7185,0.318,0.3725,10
1,0.625,0.505,0.19,1.4455,0.696,0.278,0.35,14
1,0.58,0.46,0.16,1.014,0.4225,0.199,0.3,12
2,0.455,0.355,0.125,0.458,0.182,0.0855,0.1365,8
2,0.515,0.375,0.115,0.7525,0.293,0.1295,0.1795,8
1,0.6,0.46,0.15,0.986,0.486,0.2255,0.27,8
2,0.375,0.3,0.09,0.2715,0.1305,0.0465,0.08,7
1,0.53,0.44,0.14,0.7165,0.2795,0.163,0.2155,10
2,0.47,0.355,0.115,0.5085,0.2165,0.1125,0.14,8
0,0.615,0.47,0.175,1.065,0.4985,0.2145,0.29,10
2,0.365,0.27,0.09,0.2155,0.085,0.0595,0.06,7
2,0.585,0.45,0.135,0.855,0.3795,0.187,0.26,14
2,0.45,0.35,0.12,0.4925,0.216,0.1245,0.135,10
2,0.415,0.31,0.1,0.378,0.1665,0.061,0.085,6
0,0.58,0.45,0.135,0.849,0.3785,0.19,0.24,10
0,0.575,0.46,0.155,0.9245,0.3685,0.1815,0.25,10
0,0.715,0.525,0.205,1.496,0.7245,0.2835,0.39,12
2,0.375,0.29,0.095,0.2745,0.1255,0.0525,0.085,6
0,0.64,0.5,0.205,1.262,0.532,0.2465,0.365,12
1,0.49,0.385,0.125,0.5155,0.231,0.111,0.17,8
0,0.5,0.4,0.12,0.519,0.2365,0.1075,0.132,9
1,0.595,0.45,0.15,0.9685,0.4285,0.2435,0.277,9
1,0.595,0.475,0.15,0.974,0.4305,0.23,0.253,9
2,0.59,0.445,0.14,0.9885,0.44,0.1725,0.249,8
0,0.565,0.455,0.155,0.9715,0.342,0.183,0.35,27
0,0.49,0.38,0.12,0.6465,0.3065,0.132,0.1905,6
0,0.595,0.47,0.145,0.9885,0.4525,0.2095,0.265,9
2,0.475,0.37,0.115,0.498,0.2065,0.1175,0.155,9
0,0.47,0.37,0.12,0.559,0.2355,0.1545,0.155,12
0,0.43,0.32,0.11,0.486,0.3085,0.061,0.103,7
2,0.325,0.25,0.08,0.1785,0.0785,0.0365,0.0565,8
1,0.575,0.45,0.14,1.0815,0.531,0.2315,0.2785,9
2,0.375,0.275,0.09,0.2245,0.1145,0.0415,0.065,8
0,0.575,0.42,0.15,0.8915,0.363,0.2195,0.2285,9
1,0.575,0.465,0.145,0.9765,0.4835,0.2055,0.2725,8
1,0.575,0.45,0.15,0.9535,0.4005,0.183,0.295,13
2,0.285,0.215,0.06,0.1015,0.035,0.0185,0.025,5
2,0.555,0.435,0.17,0.769,0.3055,0.1395,0.2245,11
2,0.74,0.58,0.2,1.7475,0.8115,0.334,0.461,8
2,0.57,0.435,0.135,0.7325,0.3515,0.1415,0.22,9
1,0.595,0.435,0.15,0.919,0.4335,0.2315,0.24,9
2,0.28,0.21,0.065,0.1085,0.041,0.0265,0.03,7
2,0.405,0.315,0.095,0.336,0.1525,0.07,0.0815,6
1,0.66,0.515,0.195,1.489,0.58,0.3525,0.39,12
1,0.65,0.53,0.16,1.336,0.535,0.2575,0.348,9
1,0.505,0.4,0.12,0.5955,0.261,0.1295,0.1765,8
2,0.32,0.205,0.08,0.1395,0.0575,0.0325,0.04,6
1,0.635,0.51,0.185,1.4715,0.6345,0.3485,0.3865,11
2,0.295,0.225,0.085,0.1735,0.0605,0.04,0.045,8
2,0.465,0.35,0.1,0.447,0.187,0.1025,0.1395,8
2,0.45,0.35,0.11,0.4015,0.1525,0.083,0.125,8
1,0.595,0.485,0.17,1.2435,0.5305,0.2955,0.39,18
0,0.37,0.265,0.095,0.226,0.105,0.046,0.07,6
1,0.53,0.41,0.13,0.7115,0.2745,0.131,0.1895,7
2,0.315,0.235,0.06,0.102,0.042,0.023,0.027,7
1,0.56,0.45,0.175,1.065,0.4935,0.203,0.279,11
1,0.59,0.46,0.165,0.869,0.38,0.1795,0.2605,8
2,0.265,0.2,0.07,0.092,0.037,0.02,0.03,5
2,0.5,0.4,0.14,0.6915,0.259,0.1365,0.231,9
2,0.415,0.305,0.09,0.2885,0.1065,0.0525,0.0825,7
1,0.625,0.48,0.18,1.2495,0.5875,0.276,0.315,9
1,0.645,0.5,0.18,1.4995,0.643,0.2635,0.412,10
0,0.59,0.47,0.175,0.944,0.3295,0.1955,0.295,15
2,0.36,0.265,0.095,0.1795,0.084,0.0315,0.06,6
2,0.38,0.28,0.095,0.2215,0.097,0.0505,0.07,9
2,0.385,0.29,0.09,0.2675,0.1125,0.056,0.07,7
2,0.34,0.265,0.075,0.1975,0.0775,0.0345,0.059,5
2,0.415,0.31,0.1,0.3415,0.15,0.071,0.1,6
1,0.48,0.375,0.115,0.547,0.2385,0.1255,0.17,9
1,0.65,0.525,0.19,1.4415,0.6765,0.29,0.4105,10
0,0.595,0.415,0.14,1.042,0.564,0.2025,0.24,9
0,0.575,0.45,0.15,0.857,0.4035,0.1715,0.24,11
0,0.52,0.425,0.125,0.7905,0.3465,0.1725,0.215,10
2,0.48,0.37,0.115,0.521,0.2435,0.1135,0.1455,9
2,0.46,0.36,0.11,0.4085,0.1685,0.0945,0.12,7
0,0.53,0.405,0.145,0.6445,0.26,0.148,0.205,9
1,0.65,0.51,0.155,1.3905,0.6355,0.3175,0.3535,9
0,0.47,0.355,0.11,0.4865,0.2125,0.107,0.15,8
2,0.37,0.29,0.075,0.235,0.106,0.0455,0.044,6
1,0.625,0.465,0.165,1.1835,0.547,0.2845,0.295,9
2,0.45,0.33,0.105,0.4175,0.2065,0.099,0.1025,7
1,0.615,0.475,0.155,1.0335,0.4695,0.1955,0.345,11
2,0.49,0.39,0.1,0.5305,0.2235,0.081,0.1355,8
1,0.655,0.53,0.175,1.4585,0.6275,0.35,0.405,11
